air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],product_type_L,product_type_M,target
-0.3739591232459318,0.1993191509892178,-0.32710818760563204,0.9444842885762083,-0.7630480368757988,True,False,1
1.1901763420637759,0.6275612462554535,-0.03928312159124902,-0.8101376583941265,-0.605858287784687,False,True,0
0.7454711607502296,1.1835246681800538,-0.8425158639569691,1.6896658360951884,1.509058336350273,True,False,1
1.496869570555858,1.604253744231099,-0.05601713705720152,-0.6254406113446176,-0.791627991256001,True,False,0
0.9039293288044821,0.48481388116670826,-0.7923138175591116,1.652016053427404,-0.16286899489155346,True,False,1
0.883483113571665,0.9280820148633246,-0.06605754633677302,-0.5046771575045539,-0.9916876719174161,True,False,0
0.9857141897356924,0.5148659580275124,-0.661788496924682,0.3257491809603533,-0.7344680824955967,True,False,1
1.5991006467199143,1.6793839363830454,-0.049323530870820524,0.33356328679706326,-0.22002890365195776,False,True,0
-1.5189471762831073,-1.3258237496958374,0.683626346537899,-1.2434653457025897,-0.8202079456362031,True,False,0
0.9857141897356924,0.011493670609287623,-0.64840128455192,1.0496195307428515,-0.5058284474539794,True,False,1
0.8170329140650459,0.7177174768378234,0.09124219904318048,-0.47981409347865883,1.2232587925482514,True,False,1
0.06563450425941755,0.02651970903966837,0.04438695573851348,-0.4336398317162812,-1.5489967823313582,False,True,0
-0.08771210998663792,1.0032122070153138,0.3857608712439445,-0.9166936470765356,-1.2631972385293366,True,False,0
1.1237261425571567,0.6801523807618288,-0.7588457866272066,1.3103265163858122,-0.04854917737074481,True,False,1
0.06563450425941755,0.10164990119165752,0.4326161145486115,-1.0161459031801172,1.3232886328789588,True,False,1
-0.9055607192989145,-0.43928748230256187,-0.4509399020536805,0.1680463177103881,1.1232289522175438,True,False,1
0.9857141897356924,0.02651970903966837,-0.628320465992777,0.05154510341762092,-1.0345576034877193,True,False,1
0.21898111850544397,0.17678009334360398,-0.24678491336906003,-0.22052785435146324,0.7945594768452189,True,False,0
0.4336663784499217,0.755282572913818,-0.7990074237454925,1.7038733012528433,0.46589000147289406,False,False,1
-0.2512818318490874,0.8754908803569493,-0.48440793298558554,0.8585291243723983,1.2661287241185546,True,False,1
0.2700966565874722,1.5291235520791098,-0.06605754633677302,-0.23473531950911797,0.2229603892411757,False,True,0
-0.1388276480686661,0.17678009334360398,-0.05936394015039202,-0.13528306340553634,1.2518387469284535,False,False,0
-1.8256404047752182,-1.5512143261517195,0.12136342688189498,-0.7888264606576445,1.494768359160172,True,False,0
-1.5189471762831073,-1.2506935575438483,-0.23674450408948852,0.6745424505807718,-0.5915683105945858,True,False,0
-0.4659670917935651,-0.7473212701256234,-0.3036805659532985,0.897599653555948,-1.491836873570954,True,False,1
-0.7522141050528589,-1.2506935575438483,0.2853567784482295,-0.7177891348693718,0.4944699558530962,True,False,0
-1.2071423939827994,-0.8825556159991783,-0.37396343091029904,0.9821340712439928,-0.8630778772065064,True,False,1
-0.9055607192989145,-0.1988708674162564,-0.360576218537537,0.020999053328663694,-1.0488475806778204,False,True,0
1.537762001021492,1.2511418411168098,-0.6651353000178726,0.46711345927901604,-0.8059179684461021,True,False,1
0.32632374847769735,0.6651263423314481,-0.4977951453583475,0.9153589850030162,-0.4772484930737772,True,False,1
-2.1323336332673,-2.227386055519494,-0.668482103111063,1.669065011616589,-1.4346769648105495,False,True,1
1.1083914811325366,0.6125352078250728,-0.6182800567132055,0.6120296038870922,0.5230499102332984,True,False,1
0.9857141897356924,0.6275612462554535,-0.14638082057334503,0.21990356553582693,-0.6487282193549901,True,False,0
-0.021261910480018725,0.17678009334360398,-0.5245695701038715,1.082296700605457,1.166098883787847,True,False,1
1.1339492501735509,0.6951784191922096,-0.7454585742544445,1.1668311182935014,-0.005679245800441571,True,False,1
0.21898111850544397,1.3788631677751741,-0.481061129892395,0.802409636999663,0.8231394312254211,False,True,0
0.21898111850544397,0.8529518227113783,0.28200997535503897,-0.9237973796553627,0.9374592487462298,False,True,0
-1.2122539477909964,-1.6263445183037086,-0.48440793298558554,0.2838371587452722,0.451600024282793,False,True,0
-0.9566762573809136,-1.476084133999773,-0.64840128455192,0.6532312528442902,-1.1917473525788311,True,False,0
0.7761404835994407,0.40217066979952876,-0.47771432679920456,0.1950405015099314,1.2375487697383525,True,False,1
-0.8544451812168863,-0.7247822124800524,-0.7119905433225395,0.6887499157384266,-1.0631375578679214,False,False,0
-0.445520876560748,0.15424103569803285,-0.681869315483825,0.6283681888183947,1.494768359160172,True,False,1
-1.2633694858730244,-2.0019954790635692,-0.30702736904648903,0.020999053328663694,-0.4200885843133729,False,True,0
